id, jobId, staffId, status, active, jobDate, offeredDate
"59c3dbdbc7685a001991e3d1", "59c3d4bac7685a001991e3be", "59a6f21514154300192fd460", "skipped", false, "2017-10-04", ""
"59c3dbdfc7685a001991e3d2", "59c3d84a594d35001a0205d6", "59a6f21514154300192fd460", "skipped", false, "2017-10-04", ""
"59c3dbeb594d35001a0205d9", "59c3d4cfc7685a001991e3bf", "59a6f21514154300192fd460", "skipped", false, "2017-10-06", ""
"59c3dbef594d35001a0205da", "59c3d4e4594d35001a0205cd", "59a6f21514154300192fd460", "skipped", false, "2017-10-06", ""
"59c3dbf2594d35001a0205db", "59c3d878594d35001a0205d7", "59a6f21514154300192fd460", "skipped", false, "2017-10-07", ""
"59c3dbf5594d35001a0205dc", "59c3c8f9c7685a001991e3bb", "59a6f21514154300192fd460", "skipped", false, "2017-10-08", ""
"59c3dbf9594d35001a0205dd", "59c3d51fc7685a001991e3c1", "59a6f21514154300192fd460", "skipped", false, "2017-10-09", ""
"59c3dbfd594d35001a0205de", "59c3d55bc7685a001991e3c3", "59a6f21514154300192fd460", "skipped", false, "2017-10-11", ""
"59c3dc03594d35001a0205e0", "59c3d572c7685a001991e3c4", "59a6f21514154300192fd460", "skipped", false, "2017-10-13", ""
"59c3dc06594d35001a0205e1", "59c3d89ac7685a001991e3cf", "59a6f21514154300192fd460", "skipped", false, "2017-10-13", ""
"59c3dc0a594d35001a0205e2", "59c3d7c1594d35001a0205d3", "59a6f21514154300192fd460", "skipped", false, "2017-10-14", ""
"59c3dc0d594d35001a0205e3", "59c3d7f4594d35001a0205d5", "59a6f21514154300192fd460", "skipped", false, "2017-10-15", ""
"59c40020c7685a001991e3d3", "59c3d7c1594d35001a0205d3", "59b45138abb93f00187ab88c", "deal", true, "2017-10-14", "2017-09-22"
"59c41043c7685a001991e3d4", "59c3d572c7685a001991e3c4", "59b45138abb93f00187ab88c", "rejected", true, "2017-10-13", ""
"59c50a81594d35001a0205e4", "59c3d7f4594d35001a0205d5", "59afcd6914154300192fd4a0", "skipped", false, "2017-10-15", ""
"59c61aa3c7685a001991e3d5", "59b6919c99ad870018545dc9", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-23", ""
"59c61aa9c7685a001991e3d6", "59b69252abb93f00187ab89a", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-24", ""
"59c61aaec7685a001991e3d7", "59b692fc99ad870018545dca", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-24", ""
"59c61ab3c7685a001991e3d8", "59bfe84d594d35001a0205a3", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-25", ""
"59c61ab7c7685a001991e3d9", "59b6a048abb93f00187ab89b", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-26", ""
"59c61abdc7685a001991e3da", "59bfe7d1594d35001a0205a2", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-26", ""
"59c61ac0c7685a001991e3db", "59bfeb24594d35001a0205a8", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-26", ""
"59c61ac4c7685a001991e3dc", "59b6a06aabb93f00187ab89c", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-27", ""
"59c61ac8c7685a001991e3dd", "59c3c8d5c7685a001991e3ba", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-27", ""
"59c61accc7685a001991e3de", "59bfe892594d35001a0205a4", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-29", ""
